# GISP2 Sodium (Na+)
# meters,thousand years before present,PPB
Depth,Age,Sodium
2495.1,57.004,55.19
2495.3,57.026,42.21
2495.5,57.048,44.89
2495.7,57.069,45.77
2495.9,57.091,48.27
2496.1,57.113,43.88
2496.3,57.135,53.34
2496.5,57.157,40.1
2496.7,57.179,29.73
2496.9,57.2,38.53
2497.1,57.222,32.8
2497.3,57.244,27.91
2497.5,57.266,30.21
2497.7,57.288,16.19
2497.9,57.31,20.31
2498.1,57.332,22.24
2498.3,57.354,27.73
2498.5,57.376,19.59
2498.9,57.419,17.04
2499.1,57.441,22.47
2499.3,57.463,29.28
2499.5,57.485,26.07
2499.9,57.528,29.22
2500.1,57.55,28.17
2500.3,57.572,20.77
2500.5,57.594,19.89
2500.7,57.616,17.58
2500.9,57.638,19.79
2501.11,57.66,20.6
2501.3,57.681,20.08
2501.5,57.703,16.35
2501.7,57.725,20.97
2501.9,57.747,17.31
2502.1,57.77,16.26
2502.3,57.794,29.33
2502.5,57.818,33.58
2502.7,57.842,20.13
2503.1,57.891,28.09
2503.3,57.914,47.76
2503.5,57.939,52.18
2503.7,57.963,42.2
2503.9,57.987,44.12
2504.1,58.011,49.39
2504.3,58.035,44.25
2504.5,58.059,43.75
2504.7,58.083,50.3
2504.9,58.107,41.28
2505.1,58.131,34
2505.3,58.155,18.02
2505.5,58.179,20.8
2505.7,58.203,27.79
2505.9,58.228,26.21
2506.1,58.252,21.64
2506.29,58.275,24.55
2506.49,58.299,25.35
2506.7,58.324,36.3
2506.9,58.348,44.24
2507.1,58.372,65.58
2507.3,58.396,47.93
2507.5,58.42,48.58
2507.7,58.444,64.26
2507.9,58.468,51.77
2508.1,58.492,56.88
2508.3,58.517,42.38
2508.5,58.541,50.97
2508.7,58.565,61.08
2508.9,58.589,64.29
2509.1,58.613,68.25
2509.3,58.637,73.17
2509.5,58.661,61.37
2509.9,58.709,52.46
2510.1,58.733,51.42
2510.3,58.757,51.3
2510.5,58.781,57.31
2510.7,58.806,62.51
2510.9,58.83,63.04
2511.1,58.854,57.7
2511.5,58.902,69.08
2511.7,58.926,69.74
2511.9,58.95,53.55
2512.3,59.001,49.95
2512.5,59.026,42.56
2512.9,59.078,41.73
2513.3,59.129,56.38
2513.5,59.155,58.27
2513.7,59.181,54.81
2513.9,59.206,55.75
2514.1,59.232,53.57
2514.3,59.258,60.67
2514.5,59.283,63.51
2514.7,59.309,64.53
2514.9,59.335,78.79
2515.1,59.36,64.4
2515.3,59.386,61.06
2515.5,59.412,59.51
2515.7,59.437,67.66
2515.9,59.463,57.83
2516.1,59.489,57.58
2516.3,59.514,59.48
2516.5,59.54,60.59
2516.7,59.566,64.45
2516.9,59.592,51.2
2517.1,59.617,67.68
2517.3,59.643,48.68
2517.51,59.669,60.4
2517.7,59.695,50.25
2517.9,59.72,64.32
2518.1,59.746,68.77
2518.3,59.772,69.54
2518.5,59.797,65.33
2518.7,59.823,62.96
2518.9,59.849,64.62
2519.1,59.874,67.7
2519.3,59.9,58.49
2519.5,59.926,50.77
2519.7,59.952,59.91
2519.9,59.977,45.9
2520.1,60.003,72.92
2520.3,60.029,68.11
2520.5,60.054,79.87
2520.7,60.08,66.95
2520.9,60.106,65.12
2521.1,60.131,53.66
2521.3,60.157,55.9
2521.5,60.183,46.41
2521.7,60.208,57.26
2521.9,60.234,61.28
2522.1,60.261,52.87
2522.3,60.289,54.98
2522.5,60.316,57.59
2522.7,60.344,53.64
2522.91,60.373,64.93
2523.11,60.4,62.07
2523.3,60.427,67.09
2523.5,60.455,43.77
2523.7,60.483,66.37
2523.9,60.511,68.17
2524.1,60.538,62.6
2524.3,60.566,66.78
2524.5,60.594,51.29
2524.7,60.621,64.36
2524.9,60.649,64.96
2525.1,60.677,46.62
2525.3,60.705,67.95
2525.5,60.733,57.38
2525.7,60.76,69.82
2526.1,60.816,58.34
2526.3,60.843,56.91
2526.5,60.871,61.93
2526.7,60.899,56.09
2526.9,60.927,62.82
2527.3,60.982,64.43
2527.5,61.01,61.79
2527.7,61.038,63.08
2527.9,61.065,54.63
2528.1,61.093,60.56
2528.3,61.121,64.55
2528.5,61.149,54.49
2528.7,61.176,56.03
2528.9,61.204,50.12
2529.1,61.232,64.18
2529.3,61.26,50.43
2529.5,61.287,50.55
2529.7,61.315,50.6
2529.9,61.343,47.22
2530.1,61.37,50.58
2530.3,61.398,56.6
2530.5,61.426,65.76
2530.7,61.454,51.53
2530.9,61.481,53.34
2531.1,61.509,40.04
2531.3,61.537,48.05
2531.5,61.565,49.18
2531.7,61.592,51.37
2531.9,61.62,49.28
2532.1,61.646,64.29
2532.3,61.669,61.02
2532.5,61.693,45.06
2532.7,61.717,46.84
2532.9,61.74,54.78
2533.1,61.764,37.78
2533.5,61.811,30.79
2533.7,61.834,28.81
2533.9,61.858,28.37
2534.11,61.882,28.69
2534.3,61.905,36.62
2534.5,61.929,28.94
2534.7,61.952,32.34
2535.27,62.02,30.76
2535.47,62.043,36.39
2535.67,62.067,38.79
2535.87,62.09,53.15
2536.07,62.114,59.4
2536.49,62.163,68.87
2536.69,62.187,49.93
2536.87,62.208,54.04
2537.07,62.232,46.92
2537.27,62.255,49.63
2537.47,62.279,51.24
2537.67,62.303,60.45
2537.87,62.326,59.98
2538.07,62.35,54.84
2538.27,62.373,52.21
2538.47,62.397,51.69
2538.67,62.42,60.55
2538.87,62.444,63.36
2539.07,62.468,44.81
2539.27,62.491,47.15
2539.47,62.515,56.59
2539.67,62.538,52.44
2539.86,62.561,53.77
2540.07,62.586,61.05
2540.3,62.613,50.02
2540.5,62.636,52.16
2540.7,62.66,46.6
2541.1,62.707,44.91
2541.3,62.73,62.18
2541.5,62.754,62.71
2541.7,62.778,71.84
2541.9,62.801,59.69
2542.1,62.826,56.52
2542.3,62.851,42.8
2542.5,62.876,65.74
2542.7,62.902,60.42
2542.9,62.927,58.32
2543.1,62.952,54.8
2543.3,62.978,57.01
2543.5,63.003,53.15
2543.7,63.028,65.25
2543.9,63.054,57.01
2544.1,63.079,53.83
2544.3,63.104,65.89
2544.5,63.13,59.4
2544.7,63.155,84.23
2544.9,63.181,58.71
2545.1,63.206,60.27
2545.3,63.231,58.69
2545.5,63.257,54.4
2545.7,63.282,49.69
2545.9,63.307,72.93
2546.1,63.333,46.69
2546.3,63.358,55.79
2546.5,63.383,61.66
2546.7,63.408,40.44
2546.9,63.434,57.92
2547.1,63.459,51.8
2547.3,63.484,48.47
2547.5,63.51,58.13
2547.7,63.535,46.66
2547.9,63.56,51.59
2548.1,63.586,44.43
2548.3,63.611,56.07
2548.5,63.636,49.77
2548.9,63.687,42.22
2549.1,63.713,53.01
2549.3,63.738,52.13
2549.5,63.763,47.85
2549.7,63.789,52.5
2549.9,63.814,45.95
2550.1,63.839,46.41
2550.3,63.865,49.02
2550.5,63.89,47.58
2550.7,63.915,52.66
2550.9,63.941,45.7
2551.1,63.966,43.09
2551.3,63.991,44.09
2551.5,64.017,64.04
2551.7,64.042,38.12
2551.9,64.067,47.15
2552.1,64.097,45.46
2552.3,64.13,44.4
2552.5,64.163,52.46
2552.7,64.196,59.76
2552.9,64.229,52.91
2553.1,64.262,57.01
2553.3,64.295,62.3
2553.5,64.328,55.27
2553.7,64.362,48.51
2553.9,64.395,58.57
2554.1,64.428,58.25
2554.3,64.461,55.37
2554.5,64.494,52.85
2554.7,64.527,56.03
2554.9,64.56,55.06
2555.1,64.593,50.11
2555.3,64.626,60.53
2555.5,64.66,50.2
2555.7,64.693,48.93
2555.9,64.726,52.12
2556.1,64.759,58.83
2556.3,64.792,50.64
2556.5,64.825,51.12
2556.9,64.891,47.26
2557.1,64.924,52.85
2557.3,64.958,54.18
2557.5,64.991,51.96
2557.7,65.024,48.19
2557.9,65.057,47.94
2558.1,65.09,44.07
2558.3,65.123,48.53
2558.5,65.156,44.7
2558.7,65.189,43.65
2558.9,65.223,39.98
2559.1,65.256,38.73
2559.3,65.289,42.64
2559.5,65.322,43.52
2559.7,65.355,48.09
2559.9,65.388,37.85
2560.1,65.421,45.49
2560.3,65.454,47.14
2560.5,65.488,39.42
2560.7,65.521,37.97
2560.9,65.554,37.49
2561.1,65.587,33.75
2561.3,65.62,31.23
2561.5,65.653,24.97
2561.7,65.686,26.15
2561.9,65.719,24.53
2562.1,65.75,19.8
2562.3,65.779,18.13
2562.5,65.808,19.55
2562.7,65.836,23.94
2562.9,65.865,21.58
2563.1,65.893,22.38
2563.3,65.922,27.51
2563.7,65.979,48.12
2563.9,66.008,54.14
2564.1,66.037,48.5
2564.3,66.065,47.68
2564.5,66.094,51.6
2564.7,66.122,50.72
2564.9,66.151,60.44
2565.1,66.18,46.9
2565.3,66.208,52.55
2565.5,66.237,45.01
2565.7,66.266,43.23
2565.9,66.294,43.11
2566.1,66.323,44.54
2566.3,66.351,35.61
2566.5,66.38,43.05
2566.7,66.409,39.41
2566.9,66.437,39.35
2567.1,66.466,36.79
2567.3,66.494,31.54
2567.5,66.523,36.91
2567.7,66.552,31.84
2567.9,66.58,28.94
2568.1,66.609,22.66
2568.3,66.638,22.47
2568.5,66.666,26.06
2568.7,66.695,25.65
2568.9,66.723,27.23
2569.1,66.752,30.18
2569.3,66.781,25.69
2569.5,66.809,23.3
2569.7,66.838,23.19
2569.9,66.867,24.62
2570.1,66.895,21.14
2570.3,66.924,20.28
2570.5,66.952,18.56
2570.7,66.981,19.42
2570.9,67.01,14.19
2571.1,67.038,17.65
2571.3,67.067,14.2
2571.5,67.095,16.58
2571.7,67.124,16.21
2571.9,67.153,17.44
2572.1,67.18,17.06
2572.3,67.205,16.07
2572.5,67.231,15.51
2572.7,67.256,15.04
2572.9,67.281,18.63
2573.1,67.307,16.83
2573.3,67.332,17.08
2573.5,67.358,18.2
2573.7,67.383,14.47
2573.9,67.408,16.5
2574.1,67.434,16.95
2574.3,67.459,17.15
2574.5,67.484,12.08
2574.7,67.51,15.19
2574.9,67.535,17.17
2575.1,67.561,19.06
2575.3,67.586,13.92
2575.5,67.612,15.57
2575.7,67.637,14.64
2576.1,67.688,15.67
2576.32,67.715,13.81
2576.51,67.74,14.55
2576.7,67.764,14.5
2576.9,67.789,13.6
2577.1,67.815,15.52
2577.3,67.84,13.35
2577.5,67.865,11.58
2577.7,67.891,13.09
2577.9,67.916,11.52
2578.1,67.942,14.74
2578.5,67.993,13.73
2578.7,68.018,15.15
2578.9,68.043,14.31
2579.1,68.069,10.69
2579.3,68.094,10.18
2579.5,68.12,11.52
2579.7,68.145,12.79
2579.9,68.17,11.55
2580.1,68.196,10.93
2580.3,68.221,11.87
2580.5,68.246,15.36
2580.7,68.272,12.24
2580.9,68.297,11.89
2581.1,68.323,10.79
2581.3,68.348,10.66
2581.5,68.374,11.13
2581.7,68.399,10.91
2581.9,68.424,11.48
2582.1,68.453,12.51
2582.3,68.484,12.88
2582.5,68.514,14.05
2582.7,68.546,14.81
2582.9,68.577,13.59
2583.1,68.608,11.86
2583.3,68.639,18.4
2583.5,68.67,13.71
2583.7,68.701,13.1
2583.9,68.732,12.58
2584.1,68.763,13.75
2584.3,68.794,19.65
2584.5,68.825,36.91
2584.7,68.856,40.74
2584.9,68.887,48.69
2585.1,68.918,40.07
2585.3,68.949,38.59
2585.5,68.98,43.93
2585.7,69.011,43.59
2585.9,69.042,41.48
2586.1,69.073,42.71
2586.5,69.135,39.8
2586.7,69.166,41.22
2586.9,69.197,46.15
2587.1,69.228,35.94
2587.3,69.259,52.24
2587.5,69.29,43.3
2587.7,69.321,35.27
2587.9,69.352,39.37
2588.1,69.383,42.33
2588.3,69.414,44.18
2588.5,69.445,44.55
2588.7,69.476,39.42
2588.9,69.507,43.11
2589.1,69.538,47.31
2589.3,69.569,46.31
2589.5,69.6,42.55
2589.7,69.631,44.9
2589.9,69.662,45.95
2590.1,69.693,44.05
2590.5,69.755,48.49
2590.7,69.786,44.18
2590.9,69.817,37.59
2591.1,69.848,35.56
2591.3,69.879,33.67
2591.5,69.91,25.63
2591.7,69.942,21.38
2591.9,69.972,20.82
2592.1,70.004,18.35
2592.3,70.035,16.03
2592.5,70.067,13.6
2592.71,70.1,16.42
2592.91,70.132,18.72
2593.1,70.162,18.03
2593.3,70.194,18.23
2593.5,70.225,20.06
2593.9,70.288,15.67
2594.11,70.322,15.33
2594.32,70.355,17.7
2594.5,70.383,15.82
2594.7,70.415,17.35
2595.1,70.478,17.39
2595.3,70.51,19.47
2595.5,70.541,16.32
2595.7,70.573,13.94
2595.9,70.605,17.48
2596.3,70.668,18.13
2596.5,70.699,17.49
2596.7,70.731,13.83
2596.9,70.763,15.12
2597.1,70.794,15.41
2597.3,70.826,12.48
2597.5,70.858,11.64
2597.7,70.889,12.76
2597.9,70.921,13.44
2598.1,70.952,12
2598.3,70.984,18.98
2598.5,71.016,12.85
2598.7,71.047,16.1
2598.9,71.079,14.25
2599.1,71.111,13.5
2599.3,71.142,12.51
2599.5,71.174,14.86
2599.7,71.205,12.94
2599.9,71.237,11.33
2600.1,71.269,12.45
2600.3,71.3,10.48
2600.5,71.332,13.03
2600.7,71.364,12.38
2600.9,71.395,11.82
2601.1,71.427,13.97
2601.3,71.458,13.17
2601.5,71.49,11.38
2601.7,71.522,13.74
2601.9,71.553,14.06
2602.1,71.584,14.52
2602.3,71.615,12.71
2602.5,71.645,11.7
2602.7,71.675,12.73
2602.91,71.706,11.67
2603.11,71.736,12.74
2603.3,71.766,10.04
2603.5,71.796,12.67
2603.7,71.826,12.45
2603.9,71.857,10.16
2604.1,71.887,11.15
2604.3,71.918,12.32
2604.5,71.948,10.71
2604.7,71.978,10.21
2604.9,72.008,11.1
2605.1,72.039,14.4
2605.3,72.069,9.85
2605.49,72.098,11.69
2605.71,72.131,12.53
2605.91,72.161,11
2606.1,72.19,10.81
2606.3,72.22,12.27
2606.5,72.251,12.82
2606.7,72.281,11.67
2606.9,72.311,10.16
2607.1,72.342,11.98
2607.3,72.372,10.03
2607.5,72.402,10.56
2607.7,72.433,11.99
2607.89,72.462,15.91
2608.09,72.491,10.63
2608.3,72.519,10.33
2608.5,72.546,9.99
2608.7,72.573,9.62
2608.9,72.601,12.53
2609.1,72.628,10.12
2609.3,72.655,12.15
2609.5,72.683,8.82
2609.7,72.71,9
2609.9,72.737,9.48
2610.1,72.764,10.55
2610.3,72.792,9.42
2610.5,72.819,10.57
2610.7,72.846,10.14
2610.9,72.873,10.41
2611.1,72.901,10.95
2611.3,72.928,13.7
2611.5,72.955,12.28
2611.71,72.984,12.55
2611.91,73.011,13.11
2612.1,73.037,15.96
2612.3,73.064,15.58
2612.5,73.091,23.05
2612.7,73.119,34.49
2612.9,73.146,34.61
2613.1,73.173,32.7
2613.3,73.201,38.44
2613.5,73.228,30.36
2613.7,73.255,38.15
2613.9,73.282,41.02
2614.1,73.312,31.57
2614.3,73.345,30.16
2614.51,73.379,28.94
2614.7,73.411,31.72
2614.9,73.443,33.74
2615.1,73.476,41.82
2615.3,73.509,37.93
2615.5,73.541,28.17
2615.7,73.574,40.55
2615.9,73.607,43.67
2616.1,73.64,45.94
2616.3,73.672,35.02
2616.5,73.705,47.68
2616.7,73.738,40.2
2616.9,73.771,38.09
2617.1,73.803,33.45
2617.3,73.836,33.45
2617.5,73.869,38.34
2617.7,73.902,49.76
2617.9,73.934,36.93
2618.1,73.967,34.48
2618.3,74,31.1
2618.5,74.032,28.8
2618.7,74.065,19.88
2618.9,74.098,23.17
2619.1,74.131,16.83
2619.3,74.163,16.27
2619.5,74.196,15.72
2619.7,74.229,17.36
2619.9,74.262,13.76
2620.1,74.294,13.12
2620.3,74.326,12.25
2620.5,74.358,13.79
2620.7,74.39,14.07
2620.9,74.422,13.12
2621.1,74.454,16.25
2621.3,74.486,13.34
2621.5,74.518,13.74
2621.7,74.55,17.56
2621.9,74.582,22.87
2622.1,74.614,18.76
2622.3,74.646,21.24
2622.5,74.678,20.9
2622.7,74.71,17.51
2622.9,74.743,19.47
2623.1,74.775,18.07
2623.3,74.807,18.84
2623.5,74.839,15.88
2623.7,74.871,14.96
2623.9,74.903,16.07
2624.1,74.935,13.88
2624.3,74.967,14.86
2624.5,74.999,14.61
2624.9,75.063,16.63
2625.1,75.095,15
2625.3,75.127,14.57
2625.5,75.159,16.39
2625.7,75.191,12.4
2625.9,75.223,14.62
2626.1,75.255,15.13
2626.3,75.288,13.09
2626.5,75.32,10.2
2626.7,75.353,11.15
2626.9,75.385,11.54
2627.1,75.418,11.93
2627.3,75.45,12.68
2627.5,75.483,13.51
2627.7,75.515,12.53
2627.9,75.548,11.1
2628.1,75.58,12.47
2628.3,75.613,10.53
2628.5,75.645,12.72
2628.7,75.678,15.67
2628.9,75.71,14.66
2629.1,75.743,11.78
2629.3,75.775,12.52
2629.5,75.808,20.51
2629.7,75.84,11.16
2629.9,75.873,10.44
2630.1,75.905,9.5
2630.5,75.97,15.25
2630.7,76.003,20.02
2630.9,76.035,20.68
2631.1,76.068,20.66
2631.3,76.1,16.47
2631.5,76.133,17.55
2631.7,76.165,16.42
2631.9,76.198,14.39
2632.1,76.229,14.18
2632.3,76.26,11.53
2632.5,76.291,12.79
2632.7,76.321,16.22
2632.9,76.352,16.93
2633.1,76.383,16.07
2633.3,76.414,17.32
2633.5,76.444,15.03
2633.7,76.475,13.88
2633.9,76.506,15.58
2634.1,76.536,14.22
2634.3,76.567,15.31
2634.5,76.598,13.41
2634.7,76.629,12.91
2634.9,76.659,12.55
2635.1,76.69,12.78
2635.3,76.721,16.12
2635.5,76.751,12.54
2635.7,76.782,13.01
2635.9,76.813,11.85
2636.1,76.843,13.3
2636.3,76.874,13.54
2636.5,76.905,13.49
2636.7,76.936,11.9
2636.9,76.966,14.48
2637.3,77.028,15.23
2637.5,77.058,13.03
2637.9,77.12,10.88
2638.1,77.15,12.65
2638.3,77.18,12.04
2638.5,77.211,12.91
2638.7,77.241,43.91
2638.9,77.272,11.94
2639.1,77.302,13.37
2639.3,77.332,12.47
2639.5,77.362,12.69
2639.7,77.393,11.27
2639.9,77.423,9.92
2640.1,77.454,11.6
2640.3,77.484,9.17
2640.5,77.514,11.47
2640.7,77.544,13.11
2640.9,77.575,13.27
2641.1,77.605,10.59
2641.3,77.635,9.53
2641.5,77.666,9.26
2641.7,77.696,13.1
2641.9,77.727,10.03
2642.1,77.757,56.43
2642.3,77.787,12.37
2642.5,77.817,10.25
2642.7,77.848,11.87
2642.9,77.878,11.78
2643.1,77.909,9.25
2643.3,77.939,15.27
2643.5,77.969,9.03
2643.91,78.031,18.79
2644.11,78.062,9.63
2644.3,78.094,10.51
2644.5,78.127,11.07
2644.7,78.16,12.09
2644.9,78.192,11.06
2645.1,78.225,11.76
2645.3,78.258,10.21
2645.5,78.291,11.73
2645.7,78.324,10.06
2645.9,78.356,8.62
2646.1,78.389,9.48
2646.3,78.422,9.6
2646.5,78.455,10.39
2646.7,78.487,9.91
2646.9,78.52,9.48
2647.1,78.553,11.5
2647.3,78.586,12.28
2647.5,78.619,14.84
2647.7,78.651,8.84
2647.9,78.684,10.29
2648.1,78.717,10.2
2648.3,78.75,9.25
2648.5,78.782,8.61
2648.7,78.815,9.23
2648.9,78.848,7.99
2649.1,78.881,8.49
2649.3,78.914,7.28
2649.5,78.946,9.31
2649.7,78.979,9.07
2649.9,79.012,9
2650.1,79.045,9.26
2650.3,79.077,8.85
2650.5,79.11,10.44
2650.7,79.143,7.97
2650.9,79.176,9.17
2651.1,79.209,8.24
2651.3,79.241,10.36
2651.5,79.274,8.63
2651.7,79.307,6.33
2651.9,79.34,9.27
2652.1,79.374,9
2652.3,79.412,8.73
2652.5,79.449,8.73
2652.7,79.486,9.64
2652.9,79.523,10.01
2653.1,79.56,8.56
2653.3,79.597,10.14
2653.5,79.634,10.22
2653.7,79.671,7.34
2653.9,79.708,8.83
2654.1,79.745,11.6
2654.3,79.782,8.35
2654.5,79.819,9.48
2654.7,79.856,9.28
2654.91,79.896,10.35
2655.11,79.933,9.79
2655.3,79.968,10.51
2655.5,80.005,9.84
2655.7,80.042,11.99
2655.9,80.079,8.4
2656.1,80.116,7.97
2656.3,80.153,8.51
2656.5,80.19,9.79
2656.7,80.227,8.68
2656.9,80.264,7.94
2657.1,80.301,7.39
2657.3,80.338,8.45
2657.5,80.375,7.32
2657.7,80.412,9.56
2657.9,80.449,9.26
2658.1,80.487,8.92
2658.3,80.525,10.19
2658.5,80.563,8.86
2658.7,80.6,7.97
2658.9,80.638,9.48
2659.3,80.714,7.99
2659.5,80.752,8.41
2659.7,80.79,8.91
2659.9,80.827,9.53
2660.1,80.865,8.88
2660.3,80.903,10.12
2660.5,80.941,8.92
2660.68,80.976,8.22
2660.89,81.014,7.43
2661.1,81.054,6.51
2661.3,81.092,6.89
2661.5,81.13,7.9
2661.7,81.168,6.8
2661.9,81.206,7.05
2662.1,81.244,6.86
2662.3,81.281,9.62
2662.5,81.319,7.9
2662.7,81.357,10.05
2662.9,81.395,8.15
2663.3,81.471,7.62
2663.7,81.546,8.14
2663.9,81.584,6.75
2664.1,81.622,9.86
2664.3,81.661,8.17
2664.5,81.7,9.53
2664.7,81.739,8.41
2664.9,81.778,8.09
2665.1,81.816,5.79
2665.3,81.855,6.27
2665.5,81.894,6.77
2665.7,81.933,6.64
2665.9,81.972,6.29
2666.1,82.01,7.18
2666.31,82.051,8.96
2666.51,82.09,6.85
2666.7,82.127,5.84
2666.9,82.166,6.12
2667.1,82.204,8.75
2667.3,82.243,7.52
2667.5,82.282,9.35
2667.7,82.321,8.82
2667.9,82.36,7.69
2668.1,82.398,8.8
2668.3,82.437,8.11
2668.5,82.476,9.03
2668.7,82.515,6.61
2668.9,82.554,6.26
2669.11,82.595,7.35
2669.32,82.634,8.08
2669.5,82.67,7.81
2669.7,82.709,8.37
2669.9,82.748,8.55
2670.1,82.787,5.44
2670.3,82.826,7.48
2670.5,82.866,7.67
2670.7,82.905,8.94
2670.9,82.945,10.69
2671.1,82.984,6.88
2671.3,83.024,7.78
2671.5,83.063,8.51
2671.7,83.103,7.53
2671.9,83.142,10.06
2672.1,83.181,9.43
2672.3,83.221,8.72
2672.5,83.26,9.47
2672.7,83.3,7.14
2672.9,83.339,8.62
2673.1,83.379,7.92
2673.3,83.418,8.47
2673.5,83.458,7.53
2673.7,83.497,7.93
2673.9,83.537,6.51
2674.1,83.576,6.73
2674.3,83.615,6.82
2674.5,83.655,7.05
2674.7,83.695,8.23
2674.9,83.734,7.26
2675.1,83.773,6.92
2675.3,83.813,5.6
2675.5,83.852,7.2
2675.7,83.892,9.98
2675.9,83.931,9.68
2676.1,83.972,10.07
2676.3,84.013,17.89
2676.5,84.055,19.18
2676.7,84.097,17.62
2676.9,84.139,23.48
2677.1,84.18,23.18
2677.3,84.222,28.68
2677.5,84.264,28.55
2677.7,84.305,19.32
2677.9,84.347,21.34
2678.1,84.389,14.02
2678.3,84.43,7.84
2678.5,84.472,12.71
2678.7,84.514,25.93
2678.9,84.556,24.69
2679.1,84.597,27.83
2679.3,84.639,27.73
2679.5,84.681,24.28
2679.7,84.722,23.16
2679.9,84.764,23.72
2680.1,84.806,30.16
2680.3,84.847,38.57
2680.5,84.889,30.52
2680.7,84.931,27.7
2680.9,84.973,25.98
2681.1,85.014,24.57
2681.3,85.056,30.57
2681.5,85.098,26.56
2681.9,85.181,37.04
2682.1,85.224,27.27
2682.3,85.267,24.18
2682.5,85.311,30.66
2682.7,85.354,27.92
2682.9,85.398,43.28
2683.1,85.442,24.72
2683.3,85.485,28.54
2683.5,85.528,31.66
2683.7,85.572,30.94
2683.9,85.615,28.2
2684.1,85.659,24.51
2684.3,85.703,28.46
2684.5,85.746,35.52
2684.7,85.79,28.16
2684.9,85.833,26.59
2685.1,85.877,34.11
2685.3,85.92,30.65
2685.5,85.964,31.92
2685.9,86.051,32.28
2686.3,86.138,36.7
2686.5,86.181,27.56
2686.7,86.225,35.58
2686.9,86.269,31.84
2687.1,86.312,36.94
2687.3,86.356,34.22
2687.5,86.399,38.31
2687.7,86.443,39.69
2687.9,86.486,29.86
2688.1,86.531,40.04
2688.3,86.576,30.51
2688.5,86.621,35.43
2688.7,86.667,35.46
2689.1,86.757,34.78
2689.3,86.803,33.9
2689.5,86.848,44.12
2689.7,86.893,37.46
2689.9,86.939,27.21
2690.1,86.984,29.77
2690.3,87.029,34.68
2690.5,87.075,35.34
2690.7,87.12,26.94
2690.91,87.166,31.86
2691.11,87.213,37.02
2691.51,87.304,33.22
2691.71,87.349,22.41
2691.91,87.394,18.06
2692.31,87.485,11.9
2692.51,87.53,10.54
2692.71,87.576,13.99
2692.91,87.621,14.4
2693.11,87.666,14.66
2693.31,87.712,20.31
2693.51,87.757,20.62
2693.71,87.802,18.3
2693.91,87.848,11.43
2694.11,87.893,11.53
2694.31,87.939,13.82
2694.51,87.985,10.5
2694.71,88.031,15.38
2694.91,88.077,15.6
2695.11,88.123,12.73
2695.31,88.168,11.44
2695.51,88.214,14.87
2695.71,88.26,15.06
2695.91,88.305,12.35
2696.1,88.35,14.25
2696.3,88.395,14.39
2696.5,88.441,14.39
2696.7,88.487,14.74
2696.9,88.533,13.18
2697.1,88.579,13.06
2697.3,88.625,13.77
2697.5,88.671,14.79
2697.7,88.716,14.8
2697.9,88.762,18.91
2698.1,88.808,15.57
2698.3,88.854,14.97
2698.5,88.9,14
2698.7,88.946,11.21
2698.9,88.992,14.46
2699.1,89.038,12.4
2699.3,89.083,10.69
2699.5,89.129,12.5
2699.9,89.221,11.57
2700.1,89.267,11.62
2700.3,89.312,13.86
2700.5,89.358,13.31
2700.7,89.404,12.31
2700.9,89.45,11.99
2701.1,89.495,13.3
2701.3,89.54,13.84
2701.5,89.586,13.91
2701.7,89.632,14.4
2701.9,89.677,13.9
2702.1,89.723,13.04
2702.3,89.768,13.69
2702.5,89.814,12.93
2702.7,89.86,14.78
2702.9,89.905,13.47
2703.1,89.951,14.12
2703.3,89.996,14.86
2703.5,90.042,16.59
2703.7,90.088,13.67
2703.9,90.133,13.01
2704.11,90.182,16.03
2704.32,90.228,15.68
2704.5,90.27,22.28
2704.7,90.316,16.12
2704.9,90.361,17.74
2705.1,90.407,19.46
2705.5,90.501,18.48
2705.7,90.548,17.96
2705.9,90.595,16.5
2706.1,90.642,17.03
2706.3,90.689,17.15
2706.5,90.736,16.43
2706.7,90.783,17.85
2706.9,90.829,18.08
2707.1,90.876,17.71
2707.3,90.923,19.03
2707.49,90.966,15.4
2707.68,91.013,19.5
2707.9,91.064,16.86
2708.1,91.111,15.11
2708.3,91.158,18.14
2708.5,91.204,16.56
2708.7,91.251,15.71
2708.9,91.298,15.75
2709.1,91.345,14.01
2709.3,91.392,14.71
2709.5,91.439,17.42
2709.7,91.486,16.25
2709.9,91.533,19.43
2710.1,91.579,14.16
2710.3,91.626,14.31
2710.5,91.673,16.85
2710.7,91.72,16.76
2710.9,91.767,16.49
2711.11,91.815,15.1
2711.3,91.861,15.28
2711.5,91.908,17.9
2711.7,91.955,12.22
2711.9,92.001,13.82
2712.1,92.05,15.95
2712.3,92.099,13.31
2712.5,92.149,15.43
2712.7,92.198,18.6
2712.9,92.248,16.12
2713.1,92.297,13.27
2713.3,92.347,16.37
2713.5,92.396,15.46
2713.7,92.446,15.75
2713.9,92.495,17.85
2714.1,92.545,18.04
2714.3,92.594,13.82
2714.5,92.644,13.29
2714.7,92.693,17.88
2714.91,92.745,16.09
2715.11,92.795,14.42
2715.3,92.842,15.29
2715.5,92.891,15.27
2715.7,92.941,14.77
2715.9,92.99,19.64
2716.1,93.04,13.67
2716.3,93.089,16.46
2716.5,93.139,21.37
2716.7,93.188,18.52
2716.9,93.238,16.49
2717.1,93.287,15.38
2717.3,93.337,15.81
2717.7,93.436,15.32
2717.9,93.485,12.7
2718.1,93.536,14.64
2718.31,93.589,14.53
